2025	01	02	VN	TH	2	1	SEA		21	1327	1409	+5	−8	130	102
2025	01	04	BH	OM	2	1	GLF	KW	21	1530	1513	+3	−4	77	80
2025	01	05	TH	VN	2	3	SEA		-30	1379	1357	−12	+10	114	120
2025	01	18	US	VE	3	1	F		10	1768	1734	+1	−1	33	37
2025	01	22	US	CR	3	0	F		8	1776	1644	+5	0	28	52
2025	01	27	JO	UZ	0	0	F	QA	2	1619	1682	0	0	54	49
2025	02	06	JM	TT	1	0	F		3	1578	1391	+2	0	64	108
2025	02	08	CL	PA	6	1	F		15	1728	1711	+5	−4	39	44
2025	02	09	JM	TT	1	1	F		-7	1571	1398	−2	+2	66	106
2025	02	17	KP	KZ	2	0	F	TR	17	1404	1413	+7	−5	105	99
2025	03	06	VC	GD	1	1	F		-4	1125	1068	−1	0	168	179
2025	03	09	VC	GD	1	1	F		-4	1121	1072	−1	0	169	179
2025	03	13	OM	SD	0	0	F		-6	1507	1394	0	+2	80	110
2025	03	14	JO	KP	1	1	F		-7	1612	1411	0	+4	54	101
2025	03	15	CN	KW	3	1	F	AE	12	1424	1321	+3	−1	97	130
2025	03	16	GT	HN	2	1	F	US	12	1518	1548	+1	−3	80	71
2025	03	19	VN	KH	2	1	F		1	1358	848	0	0	120	205
2025	03	19	RU	GD	5	0	F		0	1789	1072	0	0	25	179
2025	03	19	KZ	CW	2	0	F	TR	12	1425	1323	+4	−2	96	129
2025	03	19	IN	MV	3	0	F		3	1178	886	0	0	162	203
2025	03	19	HK	MO	2	0	F		1	1137	598	0	0	166	232
2025	03	19	MG	CF	4	1	WQ	MA	35	1322	1250	+9	−11	130	152
2025	03	19	LR	TN	0	1	WQ		-8	1257	1606	0	+1	150	58
2025	03	19	CM	SW	0	0	WQ	ZA	-16	1578	1234	−3	+4	63	154
2025	03	20	TJ	BY	0	5	F		-17	1288	1476	−1	+2	138	86
2025	03	20	LB	TL	4	0	F	QA	1	1340	659	−1	0	127	225
2025	03	20	LA	LK	1	2	F		-12	688	738	−3	+3	222	213
2025	03	20	UZ	KG	1	0	WQ		2	1684	1279	0	−2	49	144
