2013	01	05	AO	ZM	2	0	F	ZA	19	1503	1568	+5	−5	86	67
2013	01	05	BH	OM	0	0	GLF		-4	1492	1527	−3	0	89	80
2013	01	05	NE	TG	3	1	F		14	1353	1404	+1	−2	124	108
2013	01	05	AE	QA	3	1	GLF	BH	30	1508	1446	+8	−3	85	97
2013	01	06	IQ	SA	2	0	GLF	BH	22	1613	1470	+6	−4	55	93
2013	01	06	KW	YE	2	0	GLF	BH	13	1504	1252	+5	−1	86	143
2013	01	07	ET	TN	1	1	F	QA	7	1326	1593	0	−2	130	61
2013	01	08	BH	AE	1	2	GLF		-25	1467	1533	−4	+7	94	78
2013	01	08	MA	ZM	0	0	F	ZA	1	1544	1567	0	0	74	67
2013	01	08	QA	OM	2	1	GLF	BH	25	1471	1502	+5	−7	92	87
2013	01	08	ZA	NO	0	1	F		-7	1558	1765	−3	+1	71	27
2013	01	09	CV	NG	0	0	F	PT	6	1431	1644	0	0	103	50
2013	01	09	IQ	KW	1	0	GLF	BH	14	1627	1490	+2	−4	53	89
2013	01	09	SA	YE	2	0	GLF	BH	13	1483	1239	+1	−5	92	148
2013	01	10	BF	NE	0	0	F	ZA	-3	1442	1356	−1	+1	99	123
2013	01	10	GA	TN	1	1	F	AE	2	1542	1591	+1	0	74	61
2013	01	10	GH	EG	3	0	F	AE	17	1693	1642	+4	−4	38	50
2013	01	10	PA	GT	3	0	F		7	1687	1540	0	−2	40	75
2013	01	11	BH	QA	1	0	GLF		15	1482	1456	+2	−3	92	96
2013	01	11	ET	TZ	2	1	F		8	1334	1354	+3	−4	127	124
2013	01	11	AE	OM	2	0	GLF	BH	27	1560	1475	+7	−7	71	93
2013	01	12	IQ	YE	2	0	GLF	BH	6	1633	1233	+2	−2	51	150
2013	01	12	KW	SA	1	0	GLF	BH	20	1510	1463	+6	−3	82	94
2013	01	12	MA	NA	2	1	F	ZA	4	1548	1309	0	−2	74	133
2013	01	12	ZA	DZ	0	0	F		-3	1555	1564	−1	+2	73	68
2013	01	12	ZM	NO	0	0	F		3	1570	1762	0	0	67	27
2013	01	13	AO	BW	2	0	F	ZA	7	1510	1292	+4	−1	82	139
2013	01	13	GH	TN	4	2	F	AE	11	1704	1580	+2	−2	36	63
2013	01	13	PA	GT	2	0	F		6	1693	1534	+1	−2	39	78
2013	01	13	TG	NE	2	1	F		6	1410	1350	+1	−2	107	124
2013	01	14	CI	EG	4	2	F	AE	7	1842	1635	0	0	17	50
2013	01	15	BH	IQ	1	1	GLF		3	1485	1630	+1	0	90	51
2013	01	15	LB	GA	0	0	F		3	1330	1539	0	0	130	75
2013	01	15	AE	KW	1	0	GLF	BH	17	1577	1493	+5	−6	66	88
2013	01	17	BF	SZ	3	0	F	ZA	4	1446	1102	+1	0	98	178
2013	01	18	BH	KW	1	6	GLF		-50	1435	1543	−9	+13	99	75
2013	01	18	CR	BZ	1	0	NQC		1	1668	1133	0	−1	44	173
2013	01	18	SV	HN	1	1	NQC	CR	8	1543	1672	+2	−1	75	43
2013	01	18	GT	NI	1	1	NQC	CR	-17	1517	1140	−4	+3	82	172
2013	01	18	AE	IQ	2	1	GLF	BH	23	1600	1607	+7	−4	59	55
2013	01	19	AO	MA	0	0	AR	ZA	3	1513	1545	0	+1	83	73
2013	01	19	CL	HT	3	0	F		3	1804	1457	0	0	21	94
2013	01	19	ZA	CV	0	0	AR		-14	1541	1445	−3	+5	76	98
2013	01	20	BZ	GT	0	0	NQC	CR	16	1149	1501	+6	−4	167	86
2013	01	20	CR	NI	2	0	NQC		2	1670	1138	0	−1	44	173
2013	01	20	CD	GH	2	2	AR	ZA	16	1450	1688	+5	−3	97	39
2013	01	20	SV	PA	0	0	NQC	CR	8	1551	1685	+1	−1	73	40
2013	01	20	ML	NE	1	0	AR	ZA	9	1611	1341	+2	−1	55	125
2013	01	21	BF	NG	1	1	AR	ZA	13	1459	1631	+4	−1	94	50
2013	01	21	ET	ZM	1	1	AR	ZA	15	1349	1555	+3	−4	124	72
2013	01	22	BZ	NI	2	1	NQC	CR	19	1168	1119	+3	−3	164	176
2013	01	22	CR	GT	1	1	NQC		-13	1657	1514	−1	+4	45	82
2013	01	22	HN	PA	1	1	NQC	CR	1	1673	1684	0	0	43	40
2013	01	22	CI	TG	2	1	AR	ZA	4	1846	1406	0	−1	17	108
2013	01	22	TN	DZ	1	0	AR	ZA	24	1604	1540	+7	−8	57	76
2013	01	23	CV	MA	1	1	AR	ZA	7	1452	1538	+1	−4	98	77
2013	01	23	KP	SE	1	1	KNG	TH	11	1589	1896	+2	−2	63	11
2013	01	23	ZA	AO	2	0	AR		24	1565	1489	+7	−5	68	88
2013	01	23	TH	FI	1	3	KNG		-14	1371	1644	−5	+2	116	49
2013	01	24	CD	NE	0	0	AR	ZA	-8	1442	1349	−1	+2	100	124
2013	01	24	GH	ML	1	0	AR	ZA	20	1708	1591	+4	−7	35	62
2013	01	25	BF	ET	4	0	AR	ZA	33	1492	1316	+6	−6	88	130
2013	01	25	CR	SV	1	0	CCC		9	1666	1542	+1	−1	44	74
2013	01	25	HN	BZ	1	0	CCC	CR	2	1675	1166	0	−1	43	165
2013	01	25	NG	ZM	1	1	AR	ZA	-5	1626	1560	−2	+1	53	71
2013	01	25	PA	GT	3	1	NQC	CR	16	1700	1498	+1	−4	39	86
2013	01	26	CI	TN	3	0	AR	ZA	17	1863	1587	+2	−6	15	62
2013	01	26	SE	FI	3	0	KNG	TH	10	1906	1634	+2	−1	9	50
2013	01	26	TH	KP	2	2	KNG		5	1376	1584	0	0	116	63
2013	01	26	TG	DZ	2	0	AR	ZA	51	1457	1489	+13	−13	95	88
2013	01	27	CV	AO	2	1	AR	ZA	28	1480	1461	+8	−7	91	95
2013	01	27	CR	HN	1	0	CCC		15	1681	1660	+2	−2	42	45
2013	01	27	SV	BZ	1	0	CCC	CR	4	1546	1162	0	0	74	165
2013	01	27	ZA	MA	2	2	AR		-9	1556	1547	−4	+3	72	73
2013	01	28	CD	ML	1	1	AR	ZA	10	1452	1581	+1	−4	100	65
2013	01	28	GH	NE	3	0	AR	ZA	10	1718	1339	+2	−1	33	125
2013	01	29	BF	ZM	0	0	AR	ZA	5	1497	1555	+1	−2	86	72
2013	01	29	NG	ET	2	0	AR	ZA	11	1637	1305	+4	−5	49	135
2013	01	29	US	CA	0	0	F		-7	1762	1591	0	+1	26	61
2013	01	30	DZ	CI	2	2	AR	ZA	20	1509	1843	+6	−2	82	17
2013	01	30	OM	CN	1	0	F		12	1487	1616	+2	−2	90	54
2013	01	30	TG	TN	1	1	AR	ZA	9	1466	1578	+2	−3	94	65
2013	01	31	JO	ID	5	0	F		5	1493	1233	0	−1	89	149
2013	01	31	KP	AE	1	0	F	CN	10	1594	1590	+3	−4	59	62
2013	01	31	QA	LB	1	0	F		4	1460	1326	+1	0	97	129
2013	02	01	AZ	UZ	0	0	F	AE	6	1415	1649	+1	−1	107	48
2013	02	01	BH	SG	3	1	F		6	1441	1278	0	0	102	140
2013	02	01	IQ	MY	3	0	F	AE	3	1610	1196	0	−2	55	157
2013	02	02	GH	CV	2	0	AR	ZA	15	1733	1465	+2	−2	31	94
2013	02	02	ZA	ML	1	1	AR		-5	1551	1586	−1	+1	72	63
2013	02	03	BF	TG	1	0	AR	ZA	23	1520	1443	+6	−7	81	100
2013	02	03	NG	CI	2	1	AR	ZA	38	1675	1805	+5	−3	44	20
